proid,CATEGORY,CURRENT STATUS,DIV,ESTIMATE AMOUNT  (LAKHS),LOCATION,PROJECT NAME,SOURCE OF FUND,ZONE,YearProposed,YearComplete,PROJECT DEPARTMENT
1143,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,99,2.27,11TH MAIN ROAD PART ,"IMPROVEMENTS TO THE INTERIOR BT ROAD AT 11TH MAIN ROAD PART IN DIV 99, UNIT 21, ZONE 8",OWN SOURCES,8,2021-22,NA,Zonal
1144,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,5,3.65,JEEVANLAL NAGAR 3RD STREET,IMPROVEMENT  TO  INTERIOR BT ROAD  AT JEEVANLAL NAGAR 3RD STREET IN ZONE I BRR.C.NO.B1/3143/2020-1,CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),1,2021-22,NA,Zonal
1149,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,5,11.23,SAKTHIPURAM MAIN ROAD(PART),BRR.C.NO.B3/4634/2020-1 PACKAGE 1   IMPROVEMENT TO THE 27 NOS OF INTERIOR BT ROADS IN ZONE I AT SAKTHIPURAM MAIN ROAD(PART),GOVT. GRANT,1,2021-22,NA,Zonal
1304,OTHER BUILDING,WORK IN EXECUTION,6,2.17,SARASWATHI NAGAR 13TH STREET,REPAIRS AND IMPROVEMENTS TO MULIPLE PROPOSE HALL AT 13TH STREET SARASWATHI NAGAR B1/3689/2020,REVENUE FUND,1,2021-22,NA,Zonal
1305,OTHER BUILDING,WORK IN EXECUTION,6,2.28,JOTHI NAGAR 10TH STREET,"IMPROVEMENTS TO AMMA UNAVAGAM AT JOTHI NAGAR 10TH STREET  IN DIVISION-6, UNIT-2, ZONE-1
B1/2094/2020
",REVENUE FUND,1,2021-22,NA,Zonal
1313,OTHER BUILDING,WORK IN EXECUTION,10,2.17,EAST TANK STREET,REPAIRS AND MAINTENANCE WORK AT PUBLIC CONVENIENCE AT EAST TANK STREET B1/2833/2021,OWN SOURCES,1,2021-22,NA,Zonal
1314,HEALTH BUILDINGS,WORK IN EXECUTION,11,15.87,ELLAIAMMAN KOIL STREET,"PROPOSED CONSTRUCTION OF MINI CLINIC AT ELLAIAMMAN KOIL SLUM TENEMENT  IN DIVISION-11, UNIT-3, ZONE-1
B2/00030/2021",OWN SOURCES,1,2021-22,NA,Zonal
1315,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,5,13.26,MANICKAM NAGAR,ROAD CUT RESTORATION AT MANICKAM NAGAR MAIN ROAD JEEVANLAL NAGAR AND ANJUGUM NAGAR (ROAD CUT MADE BY CMWSSB) B1/5440/2020,DEPOSIT WORKS,1,2021-22,NA,Zonal
1328,PARKS MAINTENANCE,WORK IN EXECUTION,157,8.23,"RIVER VIEW COLONY PHASE I PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1329,PARKS MAINTENANCE,WORK IN EXECUTION,157,5.84,"RIVER VIEW COLONY PHASE II PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1334,PARKS MAINTENANCE,WORK IN EXECUTION,157,5.35,"RIVER VIEW COLONY PHASE III PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1335,PARKS MAINTENANCE,WORK IN EXECUTION,157,5.33,"BEL NAGAR PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1336,PARKS MAINTENANCE,WORK IN EXECUTION,157,5.28,"KAVYA GARDEN PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1337,PARKS MAINTENANCE,WORK IN EXECUTION,157,5.26,"MACRO MARVEL PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1339,PARKS MAINTENANCE,WORK IN EXECUTION,158,2.5,"SUNDAR NAGAR, PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1341,PARKS MAINTENANCE,WORK IN EXECUTION,160,4.87,"NEW STREET PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1342,OTHER BUILDING,WORK ORDER ISSUED,37,5,"RR NAGAR, CPS WATER FACILITY","PROVIDING WATER FACILITY AT R.R. NAGAR CHENNAI PRIMARY SCHOOL AT DN-37, UNIT-09, ZONE-04
",MLACDS,4,2021-22,NA,Zonal
1343,PARKS MAINTENANCE,WORK IN EXECUTION,161,2.52,"MURUGAN NAGAR PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1344,OTHER BUILDING,AWARDED,37,20,"UDHAYASURIYAN NAGAR, CPS ","CONSTRUCTION OF ADDITIONAL CLASS ROOM CHENNAI PRIMARY SCHOOL AT UDHAYASURIYAN NAGAR IN DN - 37, UNIT - 09, ZONE - 04",MLACDS,4,2021-22,NA,Zonal
1345,PARKS MAINTENANCE,WORK IN EXECUTION,161,2.53,"JEEVAN NAGAR PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1346,PARKS MAINTENANCE,WORK IN EXECUTION,161,5.2,"OFFICERS COLONY PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1348,PARKS MAINTENANCE,WORK IN EXECUTION,161,4.95,"TNGO COLONY PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1354,PARKS MAINTENANCE,WORK IN EXECUTION,162,2.55,"THILLAI GANGA NAGAR,  34TH STREET PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1355,PARKS MAINTENANCE,WORK IN EXECUTION,162,2.59,"THIRUVALLUVAR NAGAR 1 PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1356,PARKS MAINTENANCE,WORK IN EXECUTION,162,2.51,"THIRUVALLUVAR NAGAR,  III PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1357,PARKS MAINTENANCE,WORK IN EXECUTION,163,2.5,"SHANTHI NAGAR, IV PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1358,PARKS MAINTENANCE,WORK IN EXECUTION,164,4.72,"NEHRU STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1359,PARKS MAINTENANCE,WORK IN EXECUTION,164,2.5,"NANGANALLUR,  29TH STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1360,PARKS MAINTENANCE,WORK IN EXECUTION,165,2.5,"SOUTH SECTOR II  PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1362,PARKS MAINTENANCE,WORK IN EXECUTION,165,2.5,"BALAJI NAGAR PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1363,PARKS MAINTENANCE,WORK IN EXECUTION,165,2.5,"LAKSHMI NAGAR PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1365,PARKS MAINTENANCE,WORK IN EXECUTION,165,4.72,"BHARATH  NAGAR PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1367,PARKS MAINTENANCE,WORK IN EXECUTION,165,2.5,"SURENDRA  NAGAR PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1369,PARKS MAINTENANCE,WORK IN EXECUTION,165,2.5,"NETHAJI PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1373,PARKS MAINTENANCE,WORK IN EXECUTION,166,2.5,"ANNA STREET PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1376,PARKS MAINTENANCE,WORK IN EXECUTION,167,10,"INDEPENDENCE DAY PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1377,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"NANGANALLUR, 46TH STREET PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1378,PARKS MAINTENANCE,WORK IN EXECUTION,167,4.73,"LAKSHMI NAGAR VII PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1379,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"VIJAY AVENUE PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1380,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"HINDU COLONY, 26TH STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1382,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"JAIN STAFF COLONY  PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1383,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"MMTC COLONY,  ESWARAN KOVIL STREET  PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1385,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"KANNIGA COLONY PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1388,PARKS MAINTENANCE,WORK IN EXECUTION,167,4.73,"VOLTAS COLONY 1 STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1389,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"VOLTAS COLONY III STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1390,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"LAKSHMI NAGAR,  IV STAGE PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1391,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"KANNAN NAGAR, IST MAIN ROAD PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1392,PARKS MAINTENANCE,WORK IN EXECUTION,167,4.73,"SBI COLONY MAIN ROAD PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1393,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"KANNAN NAGAR, 15TH CROSS STREET PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1394,OTHER BUILDING,WORK IN EXECUTION,35,29.9,"MUTHAMIL NAGAR 4TH STREET, RATION SHOP","MLA-FUND - CONSTRUCTION OF NEW PUBLIC DISTRIBUTION  AT MUTHAMIL NAGAR 4TH STREET MAIN ROAD IN DN-35, UNIT-09, ZONE-04
",MLACDS,4,2021-22,NA,Zonal
1395,PARKS MAINTENANCE,WORK IN EXECUTION,167,4.73,"CIVIL AVIATION COLONY PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1396,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"EAST MAIN ROAD PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1397,PARKS MAINTENANCE,WORK IN EXECUTION,167,2.5,"NANGANALLUR 100 FEET ROAD SIDE PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1399,OTHER BUILDING,WORK IN EXECUTION,36,25,"PLAY GROUND AT SHARMA NAGAR 9TH STRET IN DN-36, UNIT-09, ZONE-04
","NEW CONSTRUCTION OF MULTI PRUPOSE HALL INSIDE OF SHARMA NAGAR PLAY GROUND AT SHARMA NAGAR 9TH STRET IN DN-36, UNIT-09, ZONE-04
",MLACDS,4,2021-22,NA,Zonal
1401,OTHER BUILDING,WORK IN EXECUTION,38,30,"NEHRU NAGAR 14TH STREET
","CONSTRUCTION OF NEW ANGANWADI BUILDING IN NEHRU NAGAR 14TH STREET IN DN-38, UNIT-09, ZONE - 04
",MLACDS,4,2021-22,NA,Zonal
1405,OTHER BUILDING,WORK IN EXECUTION,35,4.12,"MUTHAMIL NAGAR 1ST BLOCK IN DN-35, UNIT - 09, ZONE - 09
","PROPOSED CONSTRUCTION OF RETAINING WALL IN KODUNGAIYUR CANAL AT MUTHAMIL NAGAR 1ST BLOCK IN DN-35, UNIT - 09, ZONE - 09
",MLACDS,4,2021-22,NA,Zonal
1407,OTHER BUILDING,WORK IN EXECUTION,36,29.9,SA COLONY 8TH STREET 2ND CROSS LANE,"CONSTRUCTION OF NEW ANGANWADI BUILDING AT SA COLONY 8TH STREET 2ND CROSS LANE IN DN-36, UNIT-09,ZONE-04
",MLACDS,4,2021-22,NA,Zonal
1410,OTHER BUILDING,WORK IN EXECUTION,35,26.3,SA COLONY 8TH STREET 2ND CROSS LANE,"CONSTRUCTION OF NEW DISTRIBUTION SHOP AT 4TH MAIN STREET MUTHAMIL NAGAR IN DN - 35, UNIT - 09, ZONE - 04",MLACDS,4,2021-22,NA,Zonal
1411,OTHER BUILDING,WORK IN EXECUTION,38,20,VINOBA NAGAR2ND STREET,"PROVIDING NEW PARK AT VINOBA NAGAR2ND STREET IN DN - 38 UNIT - 09, ZONE - 04",MLACDS,4,2021-22,NA,Zonal
1415,PARKS MAINTENANCE,WORK IN EXECUTION,156,4.96,"ANNAI VELANKANNI,  PHASE-1, V STREET
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1416,PARKS MAINTENANCE,WORK IN EXECUTION,156,2.63,"SSI PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1417,PARKS MAINTENANCE,WORK IN EXECUTION,156,11.77,"KALAIMAGAL NAGAR PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1418,PARKS MAINTENANCE,WORK IN EXECUTION,156,8.09,"VND  AVENUE VAIGAI PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1431,PARKS MAINTENANCE,WORK IN EXECUTION,156,5.09," MARY GOLD STREET  PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1432,PARKS MAINTENANCE,WORK IN EXECUTION,156,8.3,"KUMUTHAM NAGAR PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1433,PARKS MAINTENANCE,WORK IN EXECUTION,156,2.82,"VISWANATHAN PALANI PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1434,PARKS MAINTENANCE,WORK IN EXECUTION,156,3.03,"SABARI NAGAR, IIND MAIN ROAD PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1436,PARKS MAINTENANCE,WORK IN EXECUTION,156,5.31," ANNAI VELANKANNI NAGAR, PHASE-1 IIND MAIN ROAD PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1437,PARKS MAINTENANCE,WORK IN EXECUTION,156,2.8,"SABARI NAGAR, VTH STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1438,PARKS MAINTENANCE,WORK IN EXECUTION,156,5.32,"DEVA DOSS STREET PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1440,PARKS MAINTENANCE,WORK IN EXECUTION,156,5.65,"VND RAJESWARI AVENUE, SINDU SALAI PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1441,PARKS MAINTENANCE,WORK IN EXECUTION,156,8.5,"CRR PURAM, L& T COLONY PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1443,PARKS MAINTENANCE,WORK IN EXECUTION,156,5.42,"MADHA NAGAR,  IIND MAIN ROAD PARK 
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1444,PARKS MAINTENANCE,WORK IN EXECUTION,156,8.03,"AGS COLONY PHASE-III PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1445,PARKS MAINTENANCE,WORK IN EXECUTION,156,10.46,"THIRUVALLUVAR NAGAR, NATHAMUNI STREET PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1447,PARKS MAINTENANCE,WORK IN EXECUTION,156,5.29,"KUNDRATHUR MAIN ROAD  PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1448,PARKS MAINTENANCE,WORK IN EXECUTION,156,11.8,"SANTHOSH NAGAR, RAMACHANDRAN STREET  PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1449,PARKS MAINTENANCE,WORK IN EXECUTION,156,8.19,"ANNAI VELANKANNI  NAGAR, PHASE-II MAIN ROAD PARK
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1452,PARKS MAINTENANCE,WORK IN EXECUTION,156,4.43,"BLOOMING GARDEN
","ANNUAL MAINTENANCE - PARKS
",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1453,PARKS MAINTENANCE,WORK IN EXECUTION,156,2.51,"SHANTHI NIKETHAN PARK
","ANNUAL MAINTENANCE - PARKS

",PARKS MAINTENANCE,12,2021-22,NA,Zonal
1465,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,22.74,"""ANNAIVELANKANNI NAGAR PH-1, MAIN ROAD, 
ANNAIVELANKANNI NAGAR PH-2 MAIN ROAD, 
EVP RAJESWARI AVENUE BARANI STREET,
BAVANI STREET  AND 
KAVERI STREET ""
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1467,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,24.27,"""LAKSHMI AVENUE MAIN ROAD, LAKSHMI GARDEN, MADHA NAGAR II STREET, X STREET, X CROSS STREET, 11TH STREET, 11TH STREET I CROSS STREET, 13TH STREET, 1V STREET AND MADHA NAGAR VIII STREET 
I & II CROSS STREET""
","ROAD CUT RESTORATION WORK MADE BY CMWSSB

",DEPOSIT WORKS,12,2021-22,NA,Zonal
1468,HEALTH BUILDINGS,WORK IN EXECUTION,12,15.87,WEST MADA STREET,"PROPOSED CONSTRUCTION OF MINI CLINIC AT WEST MADA STREET IN DIVISION-12, UNIT-3, ZONE-1
B2/00031/2020",CAPITAL WORKS,1,2021-22,NA,Zonal
1469,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,21.64,"""AT GURUSAMY NAGAR EXTN
( KAMARAJAR STREET, MAHALAKSHMI STREET, NEHRU STREET, PATTAMMAL STREET, THIRUVALLUVAR STREET),
GURUSAMY NAGAR MAIN ROAD AND HIMACHAL NAGAR ANNEX ""
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1471,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,9.07," KRISHNA NAGAR I STREET,MADHA KOIL STREET, MADHA KOVIL II STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1474,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,23.53," SELVA LAKSHMI GARDEN MAIN ROAD, THIRUVALLUVAR NAGAR NADARAJAN STREET, NATHAMUNI STREET, MUTHAMMAL STREET, POWNAMMAL STREET IN DN-156,U-35
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1477,OTHER BUILDING,WORK IN EXECUTION,2,3.33,CHINNAKUPPAM (NEAR AMMAN KOIL),REPAIR AND IMPROVEMENT TO CHINNAKUPPAM PUBLIC CONVENANCE (NEW NEAR AMMAN KOIL) AT ENNORE EXPRESS ROAD,REVENUE FUND,1,2021-22,NA,Zonal
1479,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,23.89," MADHA NAGAR ( 6TH STREET  I &II STREET, 7TH STREET, 8TH STREET, MAIN ROAD), SANTHOSH MAGAR RADHI STREET, AND SANTHOSH NAGAR RAMACHADRAN STREET 
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1480,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,24.1,"EVP RAJESWARI AVENUE VAIGAI STREET, GOWRI NAGAR II CROSS STREET, GOWRI NAGAR II STREET, GOWRI NAGAR MAIN ROAD, GURUSAMY NAGAR DEVADOSS STREET, NARASIMMAN STREET AND BHARATHIYAR STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1481,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,156,21.64," HIMACHAL NAGAR EXTN, HIMACHAL NAGAR MAIN ROAD, KARPAGAMMAL NAGAR(VIVEKANDHA STREET, BHARATHIYAR STREET, THIRUVALLUVAR STREET), AND KARPAGAMMAL NAGAR MAIN ROAD 
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1486,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,12.99,"RIVER VIEW COLONY NARMATHA STREET, RIVER VIEW COLONY YAMUNA STREET, RIVER VIEW COLONY V MAIN ROAD RIVER VIEW COLONY KAVERY STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1487,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,15.29,"RIVER VIEW COLONY  IVMAIN ROAD, RIVER VIEW COLONY GANGA STREET, RIVER VIEW COLONY GOTHAWARI STREET, RIVER VIEW COLONY KRISHNA STREET,IN DIV-157,U-35,Z12.
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1490,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,15.03,"IN KRISHNA ENCLAVE MAIN ROAD,KRISHNA ENCLAVE  I RIGHT CROSS STREET,KRISHNA ENCLAVE  I RIGHT LEFT CROSS STREET, NEHRU STREET, PERIYA POLAYATHAMMAN KOIL  I STREET,PERIYA POLAYATHAMMAN KOIL II STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1492,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,14.99,"JAIN AVENTIKA TO L&T BACK GATE, FO CMWSSB 
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1493,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,14.99,"BT ROAD IN VELAVAN NAGAR TO PILLAYAR KOIL STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1495,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,12.08,"GIGORI NAGAR MAIN ROAD, GIRIGORI NAGAR, GIRIGORI NAGAR LEFT II CROSS STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1496,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,14.99,"L&T BACK GATE TO VELAVAN NAGAR
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1498,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,14.99,"CM HOTEL TO JAIN AVENTIKA 
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1499,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,16.08,"DR.AMBEDKAR NAGAR JOINT ROAD BTW CHURCH STREET RIVER VIEW COLONY LINK ROAD RIGHT CROSS STREET, RIVER VIEW AVENUE ROAD, SAHAJ ENCLAVE MAIN ROAD
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1501,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,15.58,"DR.AMBEDKAR NAGAR,  I MAIN ROAD  IVCROSS STREET RIVER VIEW COLONY LINK ROAD, DR.AMBEDKAR NAGAR CHURCH STREET, DR.AMBEDKAR NAGAR JOINT ROAD BTW CHURCH STREET RIVER VIEW COLONY LINK ROAD
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1502,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,14.2,"BLACK TOP ROAD IN BAJANAI KOIL  I STREET, BAJANAI KOIL III STREET, KAMARAJ STREET
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1503,PARKS MAINTENANCE,WORK IN EXECUTION,7,16,GLASS FACTORY ROAD,ANNUAL MAINTENANCE OF PARKS AT GLASS FACTORY ROAD (BALAKRISHNA NAGAR) AND SHANMUGANAR PARK ,REVENUE FUND,1,2021-22,NA,Zonal
1504,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,10.97,"SAHAJ ENCLAVE TANK STREET, VELAVAN NAGAR ROAD, MUKTHI ENCLAVE ROAD
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1505,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,16.46," RIVER VIEW COLONY  I MAIN ROAD, RIVER VIEW COLONY II MAIN ROAD, RIVER VIEW COLONY III MAIN ROAD
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
1507,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,157,13.55,"RIVER VIEW AVENUE ROAD
","ROAD CUT RESTORATION WORK MADE BY CMWSSB
",DEPOSIT WORKS,12,2021-22,NA,Zonal
