வார்டூ எண்‌: ,Name ,பாலினம்‌,கட்சியின் பெயர்,Party Name ,பெற்ற வாக்குகள்,சதவிதம் (%),முடிவு,வருடம்,,
118,ஏழுமலை பி. ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,308 ,2.42,வைப்புத்தொகை இழப்பு,2011,,
118,சுரேஷ்குமார் ஆர். ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,476 ,3.74,வைப்புத்தொகை இழப்பு,2011,,
118,அன்புதுரை மா.பா. ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4742 ,37.22,தோல்வி,2011,,
118,சிவராஜ் டி. ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,6233 ,48.92,வெற்றி,2011,,
119,கோமதி எம். ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,33 ,0.29,வைப்புத்தொகை இழப்பு,2011,,
119,கலாவதி ஜி. ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,55 ,0.48,வைப்புத்தொகை இழப்பு,2011,,
119,சுசீலா ஆர். ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,75 ,0.66,வைப்புத்தொகை இழப்பு,2011,,
119,ரஜினி சங்கர் எஸ். ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,227 ,1.99,வைப்புத்தொகை இழப்பு,2011,,
119,ஜெயலட்சுமி கே. ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,260 ,2.28,வைப்புத்தொகை இழப்பு,2011,,
119,பானுமதி சதாசிவம் ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,373 ,3.28,வைப்புத்தொகை இழப்பு,2011,,
119,புஷ்பலதா ஜி. ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,707 ,6.21,வைப்புத்தொகை இழப்பு,2011,,
119,செல்விதுரை டி. ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4710 ,41.37,தோல்வி,2011,,
119,வசந்தா டி. ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4944 ,43.43,வெற்றி,2011,,
120,சத்தியா ஏ. ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,22 ,0.15,வைப்புத்தொகை இழப்பு,2011,,
120,கன்னியம்மர்ள் என். ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,26 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
120,கண்ணகி ஆர். ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,37 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
120,அன்னலட்சுமி எம். ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,135 ,0.91,வைப்புத்தொகை இழப்பு,2011,,
120,மஞ்சுளா ட்டி. ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,160 ,1.08,வைப்புத்தொகை இழப்பு,2011,,
120,ஷோபா வி. ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,187 ,1.26,வைப்புத்தொகை இழப்பு,2011,,
120,சுகுணா டி. ,QuW,பாட்டாளி மக்கள் கட்சி ,PMK ,244 ,1.64,வைப்புத்தொகை இழப்பு,2011,,
120,பத்மாவதி வி. ,QuW,இந்திய தேசிய காங்கிரஸ் ,INC ,389 ,2.62,வைப்புத்தொகை இழப்பு,2011,,
120,ஹேமாவதி கே. ,QuW,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1311 ,8.82,வைப்புத்தொகை இழப்பு,2011,,
120,ரேவதி எஸ். ,QuW,திராவிட முன்னேற்றக் கழகம் ,DMK ,4804 ,32.33,தோல்வி,2011,,
120,மாலா பி. ,QuW,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7543 ,50.77,வெற்றி,2011,,
121,தனலெட்சுமி வெ ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,21 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
121,புவனேஸ்வரி வி ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.22,வைப்புத்தொகை இழப்பு,2011,,
121,திலகம் எஸ் ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,27 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
121,பவானி டி ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,46 ,0.42,வைப்புத்தொகை இழப்பு,2011,,
121,வீணாராஜ்குமார் இரா ,QuW,பாரதிய ஜனதா கட்சி ,BJP ,297 ,2.73,வைப்புத்தொகை இழப்பு,2011,,
121,உமா எம் ,QuW,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,340 ,3.13,வைப்புத்தொகை இழப்பு,2011,,
121,செண்பகவள்ளி வெ ,QuW,பாட்டாளி மக்கள் கட்சி ,PMK ,424 ,3.90,வைப்புத்தொகை இழப்பு,2011,,
121,அமிர்தம் எஸ் ,QuW,இந்திய தேசிய காங்கிரஸ் ,INC ,448 ,4.12,வைப்புத்தொகை இழப்பு,2011,,
121,மஞ்சுளா எஸ் ,QuW,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,687 ,6.32,வைப்புத்தொகை இழப்பு,2011,,
121,விஜயலட்சுமி மு ,QuW,திராவிட முன்னேற்றக் கழகம் ,DMK ,3595 ,33.09,தோல்வி,2011,,
121,நுர்ஜகான் எ ,QuW,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4955 ,45.61,வெற்றி,2011,,
122,பாதம்பிரியா நெ ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,16 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
122,தேவி கே ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,28 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
122,மரகதம் செ ,QuW,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,162 ,1.38,வைப்புத்தொகை இழப்பு,2011,,
122,பருவதகுமாரி ஆ ,QuW,பாட்டாளி மக்கள் கட்சி ,PMK ,243 ,2.07,வைப்புத்தொகை இழப்பு,2011,,
122,அம்சவேணி கி ,QuW,சுயேச்சை வேட்பாளர் ,Independent ,249 ,2.12,வைப்புத்தொகை இழப்பு,2011,,
122,லட்சுமி ச ,QuW,பாரதிய ஜனதா கட்சி ,BJP ,296 ,2.52,வைப்புத்தொகை இழப்பு,2011,,
122,சுப்புலட்சுமி வி ,QuW,இந்திய தேசிய காங்கிரஸ் ,INC ,347 ,2.96,வைப்புத்தொகை இழப்பு,2011,,
122,தனலட்சுமி எ ,QuW,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,710 ,6.05,வைப்புத்தொகை இழப்பு,2011,,
122,தீபாதேவி ம ,QuW,திராவிட முன்னேற்றக் கழகம் ,DMK ,3780 ,32.23,தோல்வி,2011,,
122,உஷா பி ,QuW,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5898 ,50.29,வெற்றி,2011,,
123,சுந்தரி க ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
123,தமிழ் செல்வி மு ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
123,சாந்தி வ ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,28 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
123,வசந்தி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,33 ,0.22,வைப்புத்தொகை இழப்பு,2011,,
123,சாய்ரஞ்சனி மி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,183 ,1.21,வைப்புத்தொகை இழப்பு,2011,,
123,மாலதிசிவபாலன் சி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,301 ,2.00,வைப்புத்தொகை இழப்பு,2011,,
123,தனலட்சுமி ரா ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,384 ,2.55,வைப்புத்தொகை இழப்பு,2011,,
123,இராஜேஸ்வரி வை ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,417 ,2.77,வைப்புத்தொகை இழப்பு,2011,,
123,சரளா ப ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,582 ,3.86,வைப்புத்தொகை இழப்பு,2011,,
123,ரமா ரா ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,816 ,5.42,வைப்புத்தொகை இழப்பு,2011,,
123,லதா கே ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1813 ,12.03,வைப்புத்தொகை இழப்பு,2011,,
123,ராணி ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3489 ,23.15,தோல்வி,2011,,
123,ஜான்சிராணி பி ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,6987 ,46.37,வெற்றி,2011,,
124,விமலா ஜி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,36 ,0.21,வைப்புத்தொகை இழப்பு,2011,,
